id,row_id,title,authors,venue,year,pages,volume,issue,doi,isbn,publisher,institution,country,language,keywords,abstract,funding,citation_count,h_index,impact_factor,open_access,conference_type,peer_reviewed
154,154,On Database Systems for Prediction,"D. Brown; Hall, K.; Ella Cook",Computer Vision and Pattern Recognition,2015,224-510,30,2,10.6129/8202195,978-9-514-93904-6,Nature,UC Berkeley,China,English,"neural networks, algorithms, nlp, analysis, optimization",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,DARPA,491,18,2.81,False,International,False
155,155,A Robotics for Analysis,M. R.; Evelyn C.,WWW,2018,40-762,41,2,10.9693/9555575,978-3-894-55793-5,Taylor & Francis,INRIA,Switzerland,French,"classification, deep learning, clustering, neural networks",This paper presents a new method to robotics using advanced techniques. Our method shows better performance over existing approaches.,EPSRC,204,82,1.95,True,National,False
156,156,Robotics for Analysis Revisited,"Rodriguez, M.; Evelyn F. Collins",World Wide Web,2017,116-128,41,2,10.9693/9555575,978-3-894-55793-5,Taylor & Francis,INRIA,Switzerland,French,"classification, deep learning, neural networks, clustering",This paper presents a novel approach to robotics using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,155,82,1.95,True,National,False
157,157,Towards Robotics for Analysis,M. R.; E. C.,WWW,2017,40-762,41,2,10.9693/9555575,978-3-894-55793-5,Taylor & Francis,INRIA,Switzerland,French,"classification, deep learning, neural networks, clustering",This paper presents a novel approach to robotics using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,158,82,1.95,True,National,False
158,158,Human-Computer Interaction for Enhancement Revisited,"Charlotte Turner; Grace T. Richardson; Morgan, J.; Mark Baker",KDD,2024,166-943,41,6,10.5025/9702386,978-1-580-67961-4,PMLR,DeepMind,Netherlands,English,"computer vision, deep learning, clustering, analysis, ai",This paper presents a novel approach to human-computer interaction using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,13,52,8.4,True,International,False
159,159,On Human-Computer Interaction for Enhancement,"Charlotte Turner; Richardson, Grace; Jonathan O. Morgan; Baker, Mark",Knowledge Discovery and Data Mining,2024,166-943,41,6,10.3473/8377995,978-1-580-67961-4,PMLR,DeepMind,Netherlands,English,"computer vision, deep learning, clustering, analysis, ai",This paper presents a novel approach to human-computer interaction using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,90,52,8.4,True,International,False
160,160,Human-Computer Interaction for Enhancement Revisited,C. Turner; Grace R.; Jonathan M. Morgan; M. K. Baker,KDD,2024,166-943,41,6,10.3473/8377995,978-1-580-67961-4,PMLR,DeepMind,Netherlands,English,"computer vision, deep learning, clustering, analysis, ai",This paper presents a novel approach to human-computer interaction using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,96,52,8.4,True,International,False
161,161,Towards Human-Computer Interaction for Enhancement,Joseph H.,ECCV,2025,334-597,21,10,10.7292/9584338,978-2-163-69050-1,PMLR,INRIA,Japan,German,"computer vision, ai, neural networks",This paper presents a new method to human-computer interaction using advanced techniques. Our method shows better performance over existing approaches.,NIH,273,95,4.66,False,National,True
162,162,Human-Computer Interaction for Enhancement Revisited,Joseph H.,European Conference on Computer Vision,2024,334-597,21,10,10.8792/9411547,978-2-163-69050-1,PMLR,INRIA,Japan,German,"neural networks, computer vision, ai",This paper presents a novel approach to human-computer interaction using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,296,95,4.66,False,National,True
163,163,Human-Computer Interaction for Enhancement Revisited,Joseph H.,ECCV,2024,334-597,21,10,10.5146/1204812,978-2-163-69050-1,PMLR,INRIA,Japan,German,"computer vision, ai, neural networks",This paper presents a novel approach to human-computer interaction using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,272,95,4.66,False,National,True
164,164,Human-Computer Interaction for Enhancement,J. T. Hernandez,ECCV,2024,334-597,21,10,10.8792/9411547,978-2-163-69050-1,PMLR,INRIA,Japan,German,"computer vision, ai, neural networks",This paper presents a new method to human-computer interaction using advanced techniques. Our method shows better performance over existing approaches.,NIH,273,95,4.66,False,National,True
165,165,On Computational Biology for Analysis,"S. A.; Evelyn C.; Michelle Rodriguez; Turner, C.",VLDB,2024,296-344,41,11,10.6482/2105817,978-5-196-83133-6,Nature,DeepMind,Sweden,French,"data mining, neural networks, computer vision, optimization, algorithms, deep learning, statistics, nlp",This paper presents a new method to computational biology using advanced techniques. Our method shows better performance over existing approaches.,Horizon 2020,120,81,7.23,True,Regional,False
166,166,Computational Biology for Analysis: A Survey,Steven L. Allen; Evelyn C. Collins; M. Rodriguez; C. J. Turner,VLDB,2024,27-905,41,11,10.6482/2105817,978-5-196-83133-6,Nature,DeepMind,Sweden,French,"deep learning, statistics, nlp, algorithms, data mining, neural networks, optimization, computer vision",This paper presents a novel approach to computational biology using advanced techniques. Our method shows significant improvements over existing approaches.,Horizon 2020,122,81,7.23,True,Regional,False
167,167,Computational Biology for Analysis: A Survey,"Allen, S.; E. E. Collins; M. Q. Rodriguez; Charlotte T.",VLDB,2024,27-905,41,11,10.1392/8799486,978-5-196-83133-6,Nature,DeepMind,Sweden,French,"nlp, neural networks, optimization, deep learning, statistics, algorithms, data mining, computer vision",This paper presents a new method to computational biology using advanced techniques. Our method shows better performance over existing approaches.,Horizon 2020,108,81,7.23,True,Regional,False
168,168,Networks for Analysis Revisited,"Kenneth Roberts; Phillips, J.",KDD,2022,48-831,43,7,10.9331/7070468,978-0-471-50483-2,Elsevier,IBM Research,Italy,English,"classification, neural networks, algorithms, deep learning",This paper presents a novel approach to networks using advanced techniques. Our method shows significant improvements over existing approaches.,JST,912,17,5.32,True,Regional,True
169,169,Networks for Analysis,"Roberts, K.; Jason K. Phillips",KDD,2023,427-458,43,7,10.9331/7070468,978-0-471-50483-2,Elsevier,IBM Research,Italy,English,"classification, neural networks, algorithms, deep learning",This paper presents a new method to networks using advanced techniques. Our method shows better performance over existing approaches.,JST,831,17,5.32,True,Regional,True
170,170,Networks for Analysis Revisited,"K. E. Roberts; Phillips, J.",Knowledge Discovery and Data Mining,2023,48-831,43,7,10.9331/7070468,978-0-471-50483-2,Elsevier,IBM Research,Italy,English,"algorithms, deep learning, classification, neural networks",This paper presents a novel approach to networks using advanced techniques. Our method shows significant improvements over existing approaches.,JST,856,17,5.32,True,Regional,True
171,171,Networks for Analysis: A Survey,Kenneth R.; Jason Phillips,Knowledge Discovery and Data Mining,2023,48-831,43,7,10.9331/7070468,978-0-471-50483-2,Elsevier,IBM Research,Italy,English,"classification, neural networks, algorithms, deep learning",This paper presents a novel approach to networks using advanced techniques. Our method shows significant improvements over existing approaches.,JST,914,17,5.32,True,Regional,True
172,172,Towards Graphics for Prediction,Jennifer Thomas; Madison I. Rogers,EMNLP,2024,415-963,11,12,10.8170/1733037,978-6-473-98652-3,MIT Press,Columbia,France,French,"data mining, analysis, algorithms, classification, clustering, computer vision, prediction, statistics",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,387,91,9.5,False,Workshop,True
173,173,On Graphics for Prediction,J. T.; M. K. Rogers,Empirical Methods in Natural Language Processing,2024,447-463,11,12,10.8170/1733037,978-6-473-98652-3,MIT Press,Columbia,France,French,"algorithms, analysis, classification, computer vision, data mining, clustering, statistics, prediction",This paper presents a new method to graphics using advanced techniques. Our method shows better performance over existing approaches.,EPSRC,418,91,9.5,False,Workshop,True
174,174,Graphics for Prediction,Jennifer O. Thomas; M. Rogers,EMNLP,2024,435-483,11,12,10.8170/1733037,978-6-473-98652-3,MIT Press,Columbia,France,French,"algorithms, analysis, classification, computer vision, data mining, clustering, statistics, prediction",This paper presents a new method to graphics using advanced techniques. Our method shows better performance over existing approaches.,EPSRC,424,91,9.5,False,Workshop,True
175,175,Towards Database Systems for Enhancement,"Christopher Anderson; Morris, Eric; M. J.; A. S.",CVPR,2024,71-947,17,1,10.8873/7227905,978-8-205-77621-1,Nature,Harvard University,Italy,English,"analysis, deep learning, neural networks, prediction, computer vision",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,DFG,856,62,8.9,True,Workshop,True
176,176,Database Systems for Enhancement: A Survey,"Christopher A.; Morris, Eric; M. J.; A. Sanchez",Computer Vision and Pattern Recognition,2024,71-947,17,1,10.8873/7227905,978-8-205-77621-1,Nature,Harvard University,Italy,English,"analysis, computer vision, neural networks, prediction, deep learning",This paper presents a new method to database systems using advanced techniques. Our method shows better performance over existing approaches.,DFG,792,62,8.9,True,Workshop,True
177,177,Database Systems for Enhancement,"Christopher N. Anderson; E. F. Morris; Jackson, M.; Sanchez, A.",CVPR,2024,71-947,17,1,10.8873/7227905,978-8-205-77621-1,Nature,Harvard University,Italy,English,"analysis, computer vision, neural networks, prediction, deep learning",This paper presents a new method to database systems using advanced techniques. Our method shows better performance over existing approaches.,DFG,875,62,8.9,True,Workshop,True
178,178,Database Systems for Enhancement Revisited,C. D. Anderson; E. J. Morris; M. J.; Abigail S.,Computer Vision and Pattern Recognition,2024,71-947,17,1,10.8873/7227905,978-8-205-77621-1,Nature,Harvard University,Italy,English,"analysis, computer vision, neural networks, prediction, deep learning",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,DFG,789,62,8.9,True,Workshop,True
179,179,Database Systems for Analysis Revisited,"Walker, W.; E. P. Davis",CVPR,2020,115-515,21,2,10.6493/3450300,978-2-139-47601-7,Taylor & Francis,INRIA,UK,French,"analysis, statistics, nlp, machine learning, deep learning, ai, clustering, data mining",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,524,98,6.28,False,International,True
180,180,Database Systems for Analysis: A Survey,"W. Walker; Davis, Emily",Computer Vision and Pattern Recognition,2020,115-515,21,2,10.6493/3450300,978-2-139-47601-7,Taylor & Francis,INRIA,UK,French,"analysis, statistics, nlp, machine learning, deep learning, ai, clustering, data mining",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,554,98,6.28,False,International,True
181,181,Towards Reinforcement Learning for Classification,Jessica W. Martin,International Joint Conference on Artificial Intelligence,2021,328-907,40,8,10.2029/2859886,978-7-711-80261-0,Wiley,NYU,Netherlands,English,"neural networks, clustering, prediction, machine learning, nlp, optimization, classification, algorithms",This paper presents a novel approach to reinforcement learning using advanced techniques. Our method shows significant improvements over existing approaches.,Google,232,90,6.85,False,International,True
182,182,Reinforcement Learning for Classification Revisited,J. Martin,International Joint Conference on Artificial Intelligence,2021,228-249,40,8,10.2029/2859886,978-7-711-80261-0,Wiley,NYU,Netherlands,English,"neural networks, clustering, prediction, machine learning, nlp, optimization, classification, algorithms",This paper presents a novel approach to reinforcement learning using advanced techniques. Our method shows significant improvements over existing approaches.,Google,217,90,6.85,False,International,True
183,183,Database Systems for Optimization: A Survey,Paul Mitchell,ICDE,2021,298-348,48,1,10.6850/2133461,978-5-346-96127-1,PMLR,Yale,Sweden,French,"neural networks, machine learning, optimization, computer vision, data mining",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,NSERC,837,92,4.91,False,National,True
184,184,Database Systems for Optimization Revisited,P. T. Mitchell,ICDE,2021,192-630,48,1,10.6850/2133461,978-5-346-96127-1,PMLR,Yale,Sweden,French,"neural networks, machine learning, optimization, computer vision, data mining",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,NSERC,855,92,4.91,False,National,True
185,185,Towards Database Systems for Optimization,P. Mitchell,ICDE,2021,192-630,48,1,10.6850/2133461,978-5-346-96127-1,PMLR,Yale,Sweden,French,"data mining, neural networks, computer vision, machine learning, optimization",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,NSERC,803,92,4.91,False,National,True
186,186,Computer Vision for Optimization: A Survey,Joshua W. Martinez,Web Conference,2018,23-906,13,1,10.6170/6202210,978-8-507-81176-7,Nature,Stanford University,Italy,German,"clustering, optimization, machine learning, ai",This paper presents a new method to computer vision using advanced techniques. Our method shows better performance over existing approaches.,NSFC,278,20,8.09,False,Workshop,False
187,187,Towards Computer Vision for Optimization,Joshua L. Martinez,WWW,2018,23-906,13,1,,978-8-507-81176-7,Nature,Stanford University,Italy,German,"ai, machine learning, optimization, clustering",This paper presents a new method to computer vision using advanced techniques. Our method shows better performance over existing approaches.,NSFC,311,20,8.09,False,Workshop,False
188,188,Database Systems for Prediction Revisited,Jason Z. Phillips; Brenda L.; Nicole O. Lee; G. R. Richardson,Association for Computational Linguistics,2023,310-320,6,12,10.7955/2324175,978-6-716-33652-8,Nature,IBM Research,Canada,English,"nlp, algorithms, clustering, analysis, ai",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,Google,192,93,4.72,False,International,True
189,189,Database Systems for Prediction Revisited,"Phillips, J.; B. D. Lopez; N. Lee; Richardson, Grace",Association for Computational Linguistics,2023,137-911,6,12,10.7955/2324175,978-6-716-33652-8,Nature,IBM Research,Canada,English,"ai, clustering, algorithms, analysis, nlp",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,Google,205,93,4.72,False,International,True
190,190,Database Systems for Prediction,"Phillips, Jason; Brenda Lopez; Nicole Lee; G. P. Richardson",Association for Computational Linguistics,2023,137-911,6,12,10.7955/2324175,978-6-716-33652-8,Nature,IBM Research,Canada,English,"clustering, ai, algorithms, nlp, analysis",This paper presents a new method to database systems using advanced techniques. Our method shows better performance over existing approaches.,Google,180,93,4.72,False,International,True
191,191,A Graphics for Analysis,David Brown,Empirical Methods in Natural Language Processing,2021,187-763,48,11,10.3621/1522452,978-2-969-89635-7,IEEE,CMU,Canada,English,"optimization, statistics, prediction, nlp, machine learning, neural networks, analysis, computer vision",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,439,14,5.95,False,Workshop,True
192,192,Graphics for Analysis: A Survey,"Brown, David",Empirical Methods in Natural Language Processing,2021,58-106,48,11,10.3621/1522452,978-2-969-89635-7,IEEE,CMU,Canada,English,"computer vision, prediction, statistics, analysis, neural networks, nlp, optimization, machine learning",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,414,14,5.95,False,Workshop,True
193,193,A Graphics for Analysis,David B.,Empirical Methods in Natural Language Processing,2021,187-763,48,11,10.3621/1522452,978-2-969-89635-7,IEEE,CMU,Canada,English,"optimization, statistics, prediction, nlp, machine learning, neural networks, analysis, computer vision",This paper presents a new method to graphics using advanced techniques. Our method shows better performance over existing approaches.,ERC,477,14,5.95,False,Workshop,True
194,194,Towards Graphics for Analysis,David Brown,Empirical Methods in Natural Language Processing,2021,86-125,48,11,10.3621/1522452,978-2-969-89635-7,IEEE,CMU,Canada,English,"optimization, statistics, prediction, nlp, machine learning, neural networks, analysis, computer vision",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,472,14,5.95,False,Workshop,True
195,195,Networks for Prediction Revisited,Jane V. Doe,International Joint Conference on Artificial Intelligence,2017,256-766,25,9,10.2929/5391883,978-4-820-68493-3,Oxford University Press,Facebook AI,Sweden,English,"deep learning, neural networks, statistics, analysis",This paper presents a novel approach to networks using advanced techniques. Our method shows significant improvements over existing approaches.,NSERC,910,96,4.73,True,Regional,True
196,196,On Networks for Prediction,Jane Doe,IJCAI,2017,256-766,25,9,10.2929/5391883,978-4-820-68493-3,Oxford University Press,Facebook AI,Sweden,English,"deep learning, neural networks, statistics, analysis",This paper presents a novel approach to networks using advanced techniques. Our method shows significant improvements over existing approaches.,NSERC,912,96,4.73,True,Regional,True
197,197,A Computer Vision for Enhancement,S. Bailey; Stephanie I. Robinson; S. R.,CVPR,2017,365-864,45,11,10.3852/7064832,978-8-329-25907-3,PMLR,CMU,Germany,French,"machine learning, analysis, algorithms, optimization, nlp, computer vision",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,620,16,1.12,False,Workshop,False
198,198,CV for Enhancement,"Bailey, Scarlett; S. R.; Stephen Reed",CVPR,2016,365-864,45,11,10.3852/7064832,978-8-329-25907-3,PMLR,CMU,Germany,French,"algorithms, optimization, nlp, computer vision, machine learning, analysis",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,608,16,1.12,False,Workshop,False
199,199,A Computer Vision for Enhancement,S. Bailey; S. U. Robinson; Stephen I. Reed,Computer Vision and Pattern Recognition,2017,365-864,45,11,10.3852/7064832,978-8-329-25907-3,PMLR,CMU,Germany,French,"machine learning, optimization, computer vision, nlp, algorithms, analysis",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,609,16,1.12,False,Workshop,False
200,200,A Software Engineering for Enhancement,J. Moore,International Conference on Data Engineering,2020,329-538,29,8,10.9476/6779998,978-2-999-82260-9,Springer,Univ. of Oxford,UK,English,"statistics, machine learning, deep learning, computer vision, neural networks, clustering, nlp",This paper presents a novel approach to software engineering using advanced techniques. Our method shows significant improvements over existing approaches.,NSERC,358,95,2.64,False,International,True
201,201,Towards Software Engineering for Enhancement,J. D. Moore,International Conference on Data Engineering,2020,293-319,29,8,,978-2-999-82260-9,Springer,University of Oxford,UK,English,"statistics, machine learning, deep learning, computer vision, neural networks, clustering, nlp",This paper presents a new method to software engineering using advanced techniques. Our method shows better performance over existing approaches.,NSERC,284,95,2.64,False,International,True
202,202,Towards Software Engineering for Enhancement,"Moore, James",ICDE,2020,329-538,29,8,10.9476/6779998,978-2-999-82260-9,Springer,University of Oxford,UK,English,"statistics, machine learning, deep learning, computer vision, neural networks, clustering, nlp",This paper presents a novel approach to software engineering using advanced techniques. Our method shows significant improvements over existing approaches.,NSERC,373,95,2.64,False,International,True
203,203,Neural Networks for Enhancement Revisited,"James Moore; P. M. Mitchell; Robinson, S.",Information Retrieval,2024,274-548,33,11,10.3762/3586950,978-2-774-91851-9,Science,INRIA,Israel,Chinese,"deep learning, machine learning, statistics",This paper presents a novel approach to neural networks using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,1018,87,7.82,False,National,False
204,204,Towards Neural Networks for Enhancement,J. M.; Paul Mitchell; S. R.,Information Retrieval,2024,274-548,33,11,10.3762/3586950,978-2-774-91851-9,Science,INRIA,Israel,Chinese,"deep learning, machine learning, statistics",This paper presents a new method to neural networks using advanced techniques. Our method shows better performance over existing approaches.,NIH,945,87,7.82,False,National,False
205,205,Towards Graphics for Classification,"J. M.; Paul P. Mitchell; Green, Anthony; J. P. Martinez",SIGIR,2018,248-626,44,7,10.5873/8609207,978-1-805-17852-2,MIT Press,NVIDIA,South Korea,English,"statistics, neural networks, optimization, nlp",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,NSFC,705,49,9.77,True,Regional,True
206,206,Towards Graphics for Classification,J. E. Morgan; Paul Mitchell; Anthony Green; Joshua M.,SIGIR,2019,158-174,44,7,10.5873/8609207,978-1-805-17852-2,MIT Press,NVIDIA,South Korea,English,"optimization, nlp, neural networks, statistics",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,NSFC,714,49,9.77,True,Regional,True
207,207,Bioinformatics for Optimization Revisited,A. G.,AAAI,2022,127-573,7,1,10.5754/7444964,978-9-528-42541-2,arXiv,IBM Research,Israel,Chinese,"optimization, classification, neural networks, analysis, computer vision, ai, nlp, data mining",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,Amazon,60,16,9.48,False,National,True
208,208,On Bioinformatics for Optimization,Amanda G.,Association for the Advancement of Artificial Intelligence,2022,127-573,7,1,10.5754/7444964,978-9-528-42541-2,arXiv,IBM Research,Israel,Chinese,"optimization, classification, neural networks, analysis, computer vision, ai, nlp, data mining",This paper presents a new method to bioinformatics using advanced techniques. Our method shows better performance over existing approaches.,Amazon,0,16,9.48,False,National,True
209,209,A Theory for Classification,"Martinez, J.",ACL,2022,306-952,42,11,10.2637/7310431,978-8-108-24089-6,Springer,DeepMind,Sweden,English,"optimization, machine learning, prediction, algorithms, nlp, computer vision",This paper presents a new method to theory using advanced techniques. Our method shows better performance over existing approaches.,EPSRC,383,75,3.24,False,Workshop,True
210,210,Theory for Classification,Joshua Martinez,ACL,2022,306-952,42,11,10.8710/5794062,978-8-108-24089-6,Springer,DeepMind,Sweden,English,"optimization, machine learning, prediction, algorithms, nlp, computer vision",This paper presents a novel approach to theory using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,381,75,3.24,False,Workshop,True
211,211,Towards Theory for Classification,J. M.,ACL,2022,306-952,42,11,10.8710/5794062,978-8-108-24089-6,Springer,DeepMind,Sweden,English,"optimization, machine learning, prediction, algorithms, nlp, computer vision",This paper presents a new method to theory using advanced techniques. Our method shows better performance over existing approaches.,EPSRC,344,75,3.24,False,Workshop,True
212,212,Graphics for Enhancement Revisited,J. Moore,Information Retrieval,2016,121-143,22,9,10.6990/3420404,978-3-716-76731-6,Cambridge University Press,Stanford Univ.,USA,English,"data mining, optimization, analysis, computer vision",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,Microsoft,171,82,8.98,True,Regional,True
213,213,On Graphics for Enhancement,J. H. Moore,SIGIR,2016,408-427,22,9,10.6990/3420404,978-3-716-76731-6,Cambridge University Press,Stanford University,USA,English,"data mining, computer vision, optimization, analysis",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,Microsoft,134,82,8.98,True,Regional,True
214,214,Graphics for Enhancement: A Survey,J. T. Moore,SIGIR,2016,276-297,22,9,,978-3-716-76731-6,Cambridge University Press,Stanford University,USA,English,"optimization, analysis, computer vision, data mining",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,Microsoft,197,82,8.98,True,Regional,True
215,215,Towards Graphics for Enhancement,J. M.,SIGIR,2016,378-414,22,9,10.6990/3420404,978-3-716-76731-6,Cambridge University Press,Stanford University,USA,English,"data mining, optimization, analysis, computer vision",This paper presents a novel approach to graphics using advanced techniques. Our method shows significant improvements over existing approaches.,Microsoft,157,82,8.98,True,Regional,True
216,216,A Data Mining for Enhancement,S. T. Gonzalez; Michelle F. Rodriguez; Charles H.,Empirical Methods in Natural Language Processing,2023,273-751,46,10,10.5911/8967375,978-0-477-53416-1,AAAI Press,Yale,France,French,"statistics, ai, data mining, optimization, machine learning, analysis, clustering, nlp",This paper presents a novel approach to data mining using advanced techniques. Our method shows significant improvements over existing approaches.,DFG,716,11,6.04,True,Workshop,True
217,217,Data Mining for Enhancement: A Survey,Sophia G.; Michelle R.; C. H.,EMNLP,2023,273-751,46,10,10.5911/8967375,978-0-477-53416-1,AAAI Press,Yale,France,French,"statistics, data mining, ai, machine learning, nlp, analysis, clustering, optimization",This paper presents a novel approach to data mining using advanced techniques. Our method shows significant improvements over existing approaches.,DFG,689,11,6.04,True,Workshop,True
218,218,Reinforcement Learning for Enhancement: A Survey,M. J.,NIPS,2015,226-661,27,3,10.7765/4420734,978-6-613-90147-7,arXiv,Univ. of Tokyo,Sweden,German,"data mining, neural networks, computer vision",This paper presents a new method to reinforcement learning using advanced techniques. Our method shows better performance over existing approaches.,EPSRC,529,46,9.98,False,Workshop,True
219,219,Reinforcement Learning for Enhancement,Matthew Jackson,NeurIPS,2015,226-661,27,3,10.7765/4420734,978-6-613-90147-7,arXiv,University of Tokyo,Sweden,German,"computer vision, data mining, neural networks",This paper presents a novel approach to reinforcement learning using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,540,46,9.98,False,Workshop,True
220,220,A Reinforcement Learning for Enhancement,M. J.,Neural Information Processing Systems,2015,343-372,27,3,10.7765/4420734,978-6-613-90147-7,arXiv,University of Tokyo,Sweden,German,"data mining, neural networks, computer vision",This paper presents a novel approach to reinforcement learning using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,583,46,9.98,False,Workshop,True
221,221,Towards Reinforcement Learning for Enhancement,Matthew E. Jackson,NIPS,2015,226-661,27,3,10.7765/4420734,978-6-613-90147-7,arXiv,University of Tokyo,Sweden,German,"computer vision, neural networks, data mining",This paper presents a novel approach to reinforcement learning using advanced techniques. Our method shows significant improvements over existing approaches.,EPSRC,620,46,9.98,False,Workshop,True
222,222,Towards Data Mining for Enhancement,"A. G.; B. Lewis; Turner, C.",ICCV,2019,313-748,13,4,10.5571/6007984,978-3-404-47880-3,Taylor & Francis,ETH Zurich,South Korea,English,"optimization, computer vision, data mining, clustering, ai, deep learning",This paper presents a novel approach to data mining using advanced techniques. Our method shows significant improvements over existing approaches.,Horizon 2020,872,55,8.27,True,Regional,True
223,223,Data Mining for Enhancement: A Survey,Anthony G.; B. Lewis; C. T.,ICCV,2019,313-748,13,4,10.5571/6007984,978-3-404-47880-3,Taylor & Francis,ETH Zurich,South Korea,English,"optimization, computer vision, data mining, clustering, ai, deep learning",This paper presents a novel approach to data mining using advanced techniques. Our method shows significant improvements over existing approaches.,Horizon 2020,956,55,8.27,True,Regional,True
224,224,A Data Mining for Enhancement,"A. G.; Lewis, B.; Charlotte I. Turner",International Conference on Computer Vision,2020,313-748,13,4,10.5571/6007984,978-3-404-47880-3,Taylor & Francis,ETH Zurich,South Korea,English,"deep learning, ai, data mining, computer vision, clustering, optimization",This paper presents a new method to data mining using advanced techniques. Our method shows better performance over existing approaches.,Horizon 2020,925,55,8.27,True,Regional,True
225,225,Robotics for Classification,Grace R.; J. Hernandez; Mia P.,World Wide Web,2019,78-101,14,4,10.9824/5548852,978-8-812-45601-2,ACM,Columbia,Sweden,Chinese,"machine learning, computer vision, ai, classification",This paper presents a novel approach to robotics using advanced techniques. Our method shows significant improvements over existing approaches.,DFG,685,34,1.0,False,Regional,False
226,226,Robotics for Classification,G. R.; Joseph Hernandez; M. P.,Web Conference,2019,383-746,14,4,10.9824/5548852,978-8-812-45601-2,ACM,Columbia,Sweden,Chinese,"classification, machine learning, ai, computer vision",This paper presents a novel approach to robotics using advanced techniques. Our method shows significant improvements over existing approaches.,DFG,692,34,1.0,False,Regional,False
227,227,Towards Natural Language Processing for Prediction,O. R. Adams,Information Retrieval,2017,405-434,31,8,10.4267/5819172,978-5-392-94659-0,bioRxiv,University of Oxford,Canada,German,"classification, computer vision, data mining, machine learning, neural networks, prediction, nlp",This paper presents a novel approach to natural language processing using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,812,55,7.99,True,Regional,True
228,228,NLP for Prediction,"Adams, Olivia",Information Retrieval,2017,209-835,31,8,10.4267/5819172,978-5-392-94659-0,bioRxiv,Univ. of Oxford,Canada,German,"prediction, nlp, computer vision, neural networks, classification, data mining, machine learning",This paper presents a novel approach to natural language processing using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,879,55,7.99,True,Regional,True
229,229,NLP for Prediction,"Adams, Olivia",Information Retrieval,2017,209-835,31,8,10.6192/6768795,978-5-392-94659-0,bioRxiv,Univ. of Oxford,Canada,German,"classification, computer vision, data mining, machine learning, neural networks, prediction, nlp",This paper presents a novel approach to natural language processing using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,874,55,7.99,True,Regional,True
230,230,A Natural Language Processing for Prediction,Olivia Adams,Information Retrieval,2017,209-835,31,8,10.4267/5819172,978-5-392-94659-0,bioRxiv,Univ. of Oxford,Canada,German,"classification, computer vision, data mining, machine learning, neural networks, prediction, nlp",This paper presents a novel approach to natural language processing using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,870,55,7.99,True,Regional,True
231,231,On Machine Learning for Enhancement,"Richardson, Grace",International Joint Conference on Artificial Intelligence,2020,146-733,42,9,10.9590/9286475,978-2-971-76088-7,Nature,Microsoft Research,Italy,English,"neural networks, data mining, analysis, ai, clustering",This paper presents a novel approach to machine learning using advanced techniques. Our method shows significant improvements over existing approaches.,NSERC,57,99,3.7,False,National,True
